Watershed #,Watershed name,Area(km2),Pa(mm),Forest type,Hydrological regime,DeltaF_perc,DeltaQf_perc,Precipitation data type,Assessment technique,Source of info,E0,Latitude,Longitude,Length of study (years),From,To,Location Details,"Completed 1, Incomplete 0",Possible duplicate,Notes
294,White Hollow,6.94,1184,BF,RD,-34,0,OB,PWE,"Bosch and Hewlett, 1983",1239,36.331859,-83.920388,25,1935,1960,GM,1,,"TVA 1961 is not in the references in Zhang et al. 2017, clearly this is from the secondary source Bosch & Hewlett (1982). Original reference (Forest cover improvement influences upon hydrologic characteristics of White Hollow watershed 1935--58. ) is not accessible. Location estimate is very rough, based on indication of ""union county Tennessee"" in https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1752-1688.1968.tb02933.x"
296,"White Spar, AZ WS b",1,550,BF,RD,-20,0,OB,PWE,"Stednick,1996",2051,34.46520182,-112.5581748,7,1966,1973,GM,1,,"Location guessed based on description ""8 mi SW of Prescott AZ"": https://www.fs.fed.us/rm/boise/AWAE/labs/awae_flagstaff/highlands/watersheds/whitespar/wsdescription.html. Treatment period is also a guess based on descriptions"
306,Workman  Cr.  AZ-5,1,810,CF,SD,-1,0,OB,PWE,"Rich and  Gottfried, 1976 ",2087,33.79,-110.96,5,1954,1958,GM,1,1,"Related to 260. Again in the ""Study Area"" of Hibbert and Gottfried (1987) but in this case for the ""North Fork"" dry site. Also in the Stednick 1996 paper (Table 1), and appears in Table 1 in Bosch and Hewlett (1982) ""North Fork"" watershed #60 but referring to the 1% riparian vegetation cut in 1953. Form Rich and Gottfired paper, 5 years of data from 1954-1958 after the cut"
293,Weicheng River catchment,249,910,CF,RD,10,-0.7,OB,HM,"Zhang et al.,2015",1005,31.70833333,105.5,1,1987,1987,PL,1,,
161,Grande de Lo´ ıza,233,1963,BF ,RD,28.7,-1.1,MD,HM,"Beck et al.,2013",1882,18.242,-66.01,40,1960,2000,PL,1,,"catch  E, data prior to 1961 were excluded, USGS ID 055000"
71,B. Monachyle,7.7,2770,BF,RD,14,-2,OB,PWE,"Blackie,1993",682,55.11075,-3.629414,6,1983,1989,GM,1,,Coordinates from GM as there is no map in the paper. 
94,"Cathedral ,Peak. South Africa CIII",1.42,1400,BF,RD,84,-2,OB,PWE,"Bosch,1979",1589,-29,-29.25,8,1950,1958,PL,1,,Catchment 3
184,"Jonkershoek, South Africa:Bosboukloof",2,1390,BF,RD,57,-4.6,OB,PWE,"Van der Zeland Kruger,1975",1687,-33.96222222,18.93111111,32,1941,1973,PL,1,0,"Same catchment as 85, but older study. Authors are ""van der Zel and Kruger"". Original paper not accessible. Coordinates from supplementary material S1 in Slingsby, JA, de Buys, A, Simmers, ADA, et al. Jonkershoek: Africa's oldest catchment experiment - 80 years and counting. Hydrological Processes. 2021; 35:e14101. https://doi.org/10.1002/hyp.14101. Dates guessed from description of treatments in Slingsby et al supplementary material."
271,Tanama ´,47.1,2102,BF,RD,42.7,-4.7,MD,HM,"Beck et al.,2013",1724,18.301,-66.782,40,1960,2000,PL,1,,"catch  A, USGS ID 028000"
132,Fajardo,39.3,2875,BF,RD,19.6,-6,MD,HM,"Beck et al.,2013",1825,18.296,-65.692,38,1962,2000,PL,1,,"catch  H ,data for 1989 were excluded, USGS ID 071000"
130,Escaló,438,1123,MF,RD,5.6,-6.3,SG,EA,"Buendia et al.,2016a",1232,-34.291,115.248,44,1965,2009,PL,1,,Aproximate location as  gauge station http://www.saihebro.com/saihebro/index.php?url=/datos/ficha/estacion:A252
91,Caramávida,94,1532,BF,RD,18.7,-6.9,OB,SH,"Iroumé and Palacios,2013",1053,-37.918453,-73.072947,30,1962,1992,GM,1,,
285,Vez River,252,1500,MF,RD,55.5,-7,OB,HM,"Carvalho-Santos et al.,2015",1168,41.857247,-8.424226,5,2003,2008,GM,1,,
198,Lianshui,579,1600,MF,RD,23,-7.7,OB,HM,"Li et al.,2014",3140,15.516667,26.316667,12,1971,1983,AL,1,,
203,Lysina watershed,293,834.5,MF,RD,-54,-9.5,OB,HM,"Yu et al.,2015",686,50.05,12.66666667,28,1984,2012,AL,1,,"Area seems incorrect. Paper says 29.3 ha within a larger 610 km2 area, but modelling is only for the 29.3 ha "
278,Tierkloof,1.57,1809,BF,RD,36,-11.8,OB,PWE,"Bosch and  Hewlett, 1982",1711,-33.95,18.25,24,,,,1,,"reference should be Bosch, J.M., Hewlett, J.D., 1982. A review of catchment experiments to determine the effect of vegetation changes on water yield and evapotranspiration. Journal of Hydrology, 55: 3-23.  https://www2.ffpri.go.jp/labs/fwdb/sites/takaragawaE.htm"
89,Canovanas ´,26.5,3422,BF,RD,26.9,-12.8,MD,HM,"Beck et al.,2013",1834,18.318,-65.889,32,1968,2000,PL,1,,"catch G,USGS ID  061800"
193,Lake Baratz,12,630,MF,RD,-18,-13,OB,HM,"Niedda et al.,2014",1391,40.680772,8.225679,79,1929,2008,GM,1,,
73,Bauta,43.5,2038,BF,RD,10.2,-14.7,MD,HM,"Beck et al.,2013",1682,18.236,-66.455,28,1970,2000,PL,1,,"catchment B, in Beck 2013 time was calculated considering landuse maps and data availability, USGS ID 034000. (1996–1998 were excluded)"
192,La Baells in Llobregat,504,905,BF ,RD,14,-15,OB,HM,"Gallart et al.,2011",1219,42.33888889,1.685277778,36,1957,1993,AL,1,,Author gives only one location for 192 and 231
247,R´ıo Fajardo ,40,2908,BF,RD,12,-15,SG,HM,"Wu et al.,2007",1833,18.29895,-65.69382778,18,1973,1990,GM,1,,location data from https://waterdata.usgs.gov/nwis/inventory/?site_no=50071000&agency_cd=USGS
163,Grande de Patillas,46.3,1720,BF,RD,22.8,-15.7,MD,HM,"Beck et al.,2013",1777,18.035,-66.034,34,1966,2000,PL,1,,"catch  I, USGS ID 092000"
228,Nilgiri,0.318,1535,BF,RD,59,-15.8,OB,PWE,"Samraj et al. ,1988",1543,11.373234,76.760133,13,1968,1981,AL,1,,
283,Valenciano,41.5,2039,BF,RD,16.5,-18.3,MD,HM,"Beck et al.,2013",1866,18.217,-65.925,29,1971,2000,PL,1,,"catch  F,USGS ID 056400"
231,Olius in Cardener,256,839,BF ,RD,22,-21,OB,HM,"Gallart et al.,2011",1219,42.33888889,1.685277778,36,1957,1993,AL,1,,Author gives only one location for 192 and 231
125,Dakeng,10,1530,CF,RD,-19,-22,OB,SH,"Sun et al.,2008",1320,29.06666667,114.5666667,36,1957,1993,AL,1,,
206,Mabegondo,0.1,1490,BF,RD,80,-22,OB,HM,"Rodriguez Suarez,2014",2194,8.35,43.016667,9,1999,2008,PL,1,,
286,VI H020,1.32,838,BF,RD,27,-22.1,OB,PWE,"Scott,1993",1606,-29.83333333,29.83333333,1,1986,1987,AL,1,,
150,Flamisell,345,1050,MF,RD,15,-23.8,SG,EA,"Buendia et al.,2016a",1437,42.254703,0.97586,44,1965,2009,PL,1,, Aproximate location as gauge station http://www.saihebro.com/saihebro/index.php?url=/datos/ficha/estacion:E058
249,Ribera Salada,65,620,MF,RD,18.46153846,-24,OB,HM,"Buendia et al.,2016b",1393,42.025087,1.381851,12,2009,2013,GM,1,,
218,Mulchén,434,1597,BF ,RD,50,-25.5,OB,SH,"Iroumé and Palacios,2013",1228,-37.763143,-72.233638,43,1962,2005,GM,1,,
128,Dehra Dun,0.015,1430,BF,RD,100,-27.8,OB,PWE,"Bruijnzeel,1990",1696,30.326437,78.032698,7,1961,1968,GM,1,,"Name is Dehradun, India. Time period from Mathur 1978 http://indianforester.in/index.php/indianforester/article/view/11473"
181,Inabon ´,24.5,1781,BF,RD,54.3,-33.3,MD,HM,"Beck et al.,2013",1789,18.086,-66.562,35,1965,2000,PL,1,,"catch  J,Inabon catchment data for 1975 were excluded. USGS ID 112500"
162,Grande de Manat´ ı,345.9,2004,BF ,RD,20.9,-36.8,MD,HM,"Beck et al.,2013",1795,18.323,-66.459,43,1957,2000,PL,1,,"catch  C, USGS ID 035000"
93,"Cathedral ,Peak. South Africa CII",1.9,1400,BF,RD,74,-39.5,OB,PWE,"Nänni,1970",1446,-28.925207,29.134798,15,1950,1965,GM,1,,
77,Biesievlei,0.27,1400,BF,RD,98,-47.4,OB,PWE,"Bosch  and  Hewlett ,1982",1667,-33.9725,18.94888889,15,1948,1963,AL,1,,"coordinates using Slingsby et al. 2021, DOI: 10.1002/hyp.14101. Time based on ""15 years"" in Bosch and Hewlett, 1982"
86,C. FM-N,0.03,1410,BF,RD,100,-49.5,OB,PWE,"Robinson et al. ,1991",870,47.8,12.433333,15,1970,1985,GM,1,,Chiemsee experimental catchments. Approximate location from Farley 2005
224,Nanxiaohe Catchment,36.3,523.38,BF,RD,40,-49.6,OB,PWE,"Bi et al,2009",1179,35.683333,107.5,54,1954,2008,AL,1,,Dongzhuanggou and Yangjiagou subcatchments
216,"MP1,Ecuador",0.63,939,CF,RD,90,-50,OB,PWE,"Buytaert et al.,2007",1223,-3.029621,-78.442111,1,2004,2005,GM,1,,
274,Thomson,1.964,950,BF,RD,70,-55.3,OB,SH,"Borg et at. , 1988",1443,36.177915,116.0039231,9,1978,1986,GM,1,,
87,C. FM-S,0.03,1410,BF,RD,100,-65.1,OB,PWE,"Robinson et al., 1991",870,47.8,12.433333,15,1970,1985,GM,1,,Chiemsee experimental catchments. Approximate location from Farley 2005
248,Red Hill,1.95,773,CF,RD,100,-103.3,OB,PWE,"Webb and  Kathuria, 2012",1625,-35.011,148.343,20,1989,2009,PL,1,,
212,"Mokobuloan, South Africa:C A",0.26,1150,BF,RD,100,-196.5,OB,PWE,"Van Lill et al., 1980",1641,-25.28333333,30.56666667,21,1956,1977,AL,1,,
